seq,send_timestamp,send_size,recv_timestamp,recv_size,rtt
285.0,1605734326.883563,124.0,1605734326.884409,74.0,0.0008459091186523438
286.0,1605734326.892917,124.0,1605734326.8938048,74.0,0.0008878707885742188
287.0,1605734326.901915,124.0,1605734326.9028096,74.0,0.0008945465087890625
288.0,1605734326.9108293,124.0,1605734326.911691,74.0,0.0008616447448730469
289.0,1605734326.9193077,124.0,1605734326.9200296,74.0,0.0007219314575195312
290.0,1605734326.9282746,124.0,1605734326.929142,74.0,0.0008673667907714844
291.0,1605734326.939779,124.0,1605734326.9421685,74.0,0.0023894309997558594
292.0,1605734326.9583352,124.0,1605734326.960747,74.0,0.0024118423461914062
293.0,1605734326.9761107,124.0,1605734326.9784923,74.0,0.002381563186645508
294.0,1605734326.992883,124.0,1605734326.9947484,74.0,0.001865386962890625
295.0,1605734327.00153,124.0,1605734327.0028543,74.0,0.0013244152069091797
296.0,1605734327.010073,124.0,1605734327.0110674,74.0,0.0009944438934326172
297.0,1605734327.0190585,124.0,1605734327.0200627,74.0,0.0010042190551757812
298.0,1605734327.0280478,124.0,1605734327.0290287,74.0,0.0009808540344238281
299.0,1605734327.0370064,124.0,1605734327.037996,74.0,0.000989675521850586
300.0,1605734327.046058,124.0,1605734327.0470514,74.0,0.000993490219116211
301.0,1605734327.0547752,124.0,1605734327.0557964,74.0,0.0010211467742919922
302.0,1605734327.0640202,124.0,1605734327.0650194,74.0,0.0009992122650146484
303.0,1605734327.0728128,124.0,1605734327.0737886,74.0,0.0009758472442626953
304.0,1605734327.0819213,124.0,1605734327.0829244,74.0,0.0010030269622802734
305.0,1605734327.0909114,124.0,1605734327.0918846,74.0,0.0009732246398925781
306.0,1605734327.0998259,124.0,1605734327.1007788,74.0,0.0009529590606689453
307.0,1605734327.1089816,124.0,1605734327.1099818,74.0,0.0010001659393310547
308.0,1605734327.1183565,124.0,1605734327.119383,74.0,0.0010266304016113281
309.0,1605734327.1270754,124.0,1605734327.1280503,74.0,0.0009748935699462891
310.0,1605734327.1360576,124.0,1605734327.1370373,74.0,0.0009796619415283203
311.0,1605734327.144918,124.0,1605734327.1458755,74.0,0.000957489013671875
312.0,1605734327.1536865,124.0,1605734327.1546943,74.0,0.0010077953338623047
313.0,1605734327.1650643,124.0,1605734327.1676376,74.0,0.002573251724243164
314.0,1605734327.1832442,124.0,1605734327.1858327,74.0,0.002588510513305664
315.0,1605734327.201492,124.0,1605734327.2040932,74.0,0.002601146697998047
316.0,1605734327.212788,124.0,1605734327.2141743,74.0,0.0013861656188964844
317.0,1605734327.2215774,124.0,1605734327.222537,74.0,0.0009596347808837891
318.0,1605734327.2305984,124.0,1605734327.2316318,74.0,0.0010333061218261719
319.0,1605734327.239641,124.0,1605734327.240654,74.0,0.001013040542602539
320.0,1605734327.2485895,124.0,1605734327.2496092,74.0,0.0010197162628173828
321.0,1605734327.2574196,124.0,1605734327.2584336,74.0,0.0010139942169189453
322.0,1605734327.2683277,124.0,1605734327.2706914,74.0,0.0023636817932128906
323.0,1605734327.2807102,124.0,1605734327.2819722,74.0,0.0012619495391845703
324.0,1605734327.289355,124.0,1605734327.2905364,74.0,0.0011813640594482422
325.0,1605734327.3001516,124.0,1605734327.3022559,74.0,0.0021042823791503906
326.0,1605734327.312077,124.0,1605734327.3134725,74.0,0.0013954639434814453
327.0,1605734327.3205535,124.0,1605734327.3215334,74.0,0.0009799003601074219
328.0,1605734327.329494,124.0,1605734327.3304946,74.0,0.0010006427764892578
329.0,1605734327.3385541,124.0,1605734327.3395545,74.0,0.0010004043579101562
330.0,1605734327.3474405,124.0,1605734327.3484135,74.0,0.0009729862213134766
331.0,1605734327.3562148,124.0,1605734327.357182,74.0,0.0009672641754150391
332.0,1605734327.3655536,124.0,1605734327.3665218,74.0,0.0009682178497314453
333.0,1605734327.3744984,124.0,1605734327.3754842,74.0,0.000985860824584961
334.0,1605734327.3836186,124.0,1605734327.3845818,74.0,0.0009632110595703125
335.0,1605734327.3925073,124.0,1605734327.3935308,74.0,0.0010235309600830078
336.0,1605734327.4014518,124.0,1605734327.4023585,74.0,0.0009067058563232422
337.0,1605734327.41057,124.0,1605734327.4115498,74.0,0.0009799003601074219
338.0,1605734327.4195294,124.0,1605734327.4204226,74.0,0.0008931159973144531
339.0,1605734327.4285405,124.0,1605734327.4295313,74.0,0.0009908676147460938
340.0,1605734327.4374673,124.0,1605734327.4384558,74.0,0.0009884834289550781
341.0,1605734327.4465606,124.0,1605734327.4475214,74.0,0.0009608268737792969
342.0,1605734327.455652,124.0,1605734327.4566588,74.0,0.0010068416595458984
343.0,1605734327.4644825,124.0,1605734327.4654703,74.0,0.0009877681732177734
344.0,1605734327.4734473,124.0,1605734327.4743855,74.0,0.0009381771087646484
345.0,1605734327.4824471,124.0,1605734327.4834237,74.0,0.0009765625
346.0,1605734327.491458,124.0,1605734327.4923785,74.0,0.0009205341339111328
347.0,1605734327.500636,124.0,1605734327.501652,74.0,0.0010159015655517578
348.0,1605734327.5115666,124.0,1605734327.5139675,74.0,0.0024008750915527344
349.0,1605734327.52954,124.0,1605734327.5319035,74.0,0.002363443374633789
350.0,1605734327.5475833,124.0,1605734327.549944,74.0,0.0023605823516845703
